Transaction_ID,Product_Code,Category,Quantity,Unit_Price,Order_Date,Status,Discount (%),Notes
1857,D-400,Informatique,10,257.91,04/09/2024,Retourné,0.13,Commande standard - lot 16
1748,G-700,Jardin,3,205.53,08/25/2023,Annulé,0.02,Commande standard - lot 1
1253,D-400,Electroménager,1,496.74,2023-08-16,livré,0.17,Commande standard - lot 5
1022,E-500,Jardin,9,393.95,03/28/2024,Retourné,0.03,Commande standard - lot 20
1314,B-200,Sport,4,497.85,2023-10-13,Retourné,0.28,Commande standard - lot 19
1460,A-100,Jouets,7,316.64,2024-10-23,Retourné,0.05,Commande standard - lot 14
1161,E-500,Maison,10,459.8,2023-01-23,Annulé,0.02,Commande standard - lot 13
1277,G-700,Maison,6,22.6,16-04-2024,Livré,0.17,Commande standard - lot 18
1956,F-600,Jouets,6,188.51,02/07/2024,Retourné,0.08,
1192,D-400,Jouets,7,30839.0,06/01/2024,En attente,0.02,Commande standard - lot 13
1386, D-400 ,Jouets,7,444.81,14-01-2024,Annulé,0.19,Commande standard - lot 16
1806,B-200,Sport,10,13.41,2024-06-22,en préparation,,Commande standard - lot 13
1414,F-600,Sport,1,121.02,22-01-2024,En préparation,0.13,Commande standard - lot 19
1492,F-600,Jardin,9,156.49,2023-10-06,Annulé,0.12,Commande standard - lot 18
1344, D-400 ,Maison,6,121.14,2024-12-05,livré,10%,Commande standard - lot 14
1770,A-100,Informatique,5,78.34,09/10/2024,Livré,0.21,Commande standard - lot 12
1309,A-100,Sport,5,347.72,06/19/2024,En attente,0.18,
1662,G-700,Jouets,6,90.17,27-12-2023,Annulé,0.22,Commande standard - lot 11
1131,B-200,Jouets,3,370.01,03/15/2024,Expédié,0.03,Commande standard - lot 6
1664,D-400,Electroménager,4,333.28,15-12-2023,Livré,0.27,Commande standard - lot 19
1872,C-300,Automobile,3,114.81,2023-09-13,expédié,0.23,Commande standard - lot 14
1100,A-100,Jouets,8,,06/11/2023,Retourné,0.1,Commande standard - lot 3
1373,D-400,Informatique,5,,date inconnue,Retourné,0.22,Commande standard - lot 2
1088,C-300,Maison,4,154.9,22-06-2023,Annulé,0.17,Commande standard - lot 1
1459,B-200,Jouets,1,417.15,10-08-2023,Livré,0.19,Commande standard - lot 15
1331,E-500,Jouets,3,164.69,11/05/2023,Retourné,0.04,Commande standard - lot 16
1215,D-400,Electroménager,1,263.08,27-09-2023,Annulé,0.02,Commande standard - lot 8
1467,F-600,Sport,2,6.11,09-11-2023,Annulé ,0.11,Commande standard - lot 11
1122,G-700,Jardin,4,341.45,09/25/2024,En préparation,0.22,Commande standard - lot 4
1615,C-300,Jouets,10,175.92,01/14/2024,Livré,0.19,Commande standard - lot 14
1021,F-600,Jouets,4,168.45,04-11-2023,Livré,0.2,Commande standard - lot 6
1701,D-400,Sport,5,216.13,2024-06-27,Retourné,0.15,Commande standard - lot 2
1072,B-200,Electroménager,5,68.26,02-12-2024,Expédié,0.06,Commande standard - lot 16
1107, F-600 ,Maison,1,,07-03-2023,Expédié,10%,Commande standard - lot 5
1271,D-400,Jouets,8,48041.0,01/13/2023,En attente,,Commande standard - lot 8
1861,E-500,Electroménager,3,236.91,2023-04-26,En attente,0.16,Commande standard - lot 1
1436,G-700,Automobile,2,80.64,04/19/2024,En attente,0.06,Commande standard - lot 1
1103,E-500,Jardin,7,96.47,2023-09-12,Livré,0.17,Commande standard - lot 12
